Date Key,Calender Date Start,Calender Date End,Weekday Number,Day,Day Abbreviated,Day Of Month,Is Weekend,Is Weekday,Month Of Year,Month,Month Abbreviated,Year
2143,13/11/1998 00:00,13/11/1998 23:59,5,Friday,Fri,13,0,1,11,November,Nov,1998
2144,14/11/1998 00:00,14/11/1998 23:59,6,Saturday,Sat,14,1,0,11,November,Nov,1998
2145,15/11/1998 00:00,15/11/1998 23:59,0,Sunday,Sun,15,1,0,11,November,Nov,1998
2146,16/11/1998 00:00,16/11/1998 23:59,1,Monday,Mon,16,0,1,11,November,Nov,1998
2147,17/11/1998 00:00,17/11/1998 23:59,2,Tuesday,Tue,17,0,1,11,November,Nov,1998
2148,18/11/1998 00:00,18/11/1998 23:59,3,Wednesday,Wed,18,0,1,11,November,Nov,1998
2149,19/11/1998 00:00,19/11/1998 23:59,4,Thursday,Thu,19,0,1,11,November,Nov,1998
2150,20/11/1998 00:00,20/11/1998 23:59,5,Friday,Fri,20,0,1,11,November,Nov,1998
2151,21/11/1998 00:00,21/11/1998 23:59,6,Saturday,Sat,21,1,0,11,November,Nov,1998
2152,22/11/1998 00:00,22/11/1998 23:59,0,Sunday,Sun,22,1,0,11,November,Nov,1998
2153,23/11/1998 00:00,23/11/1998 23:59,1,Monday,Mon,23,0,1,11,November,Nov,1998
2154,24/11/1998 00:00,24/11/1998 23:59,2,Tuesday,Tue,24,0,1,11,November,Nov,1998
2155,25/11/1998 00:00,25/11/1998 23:59,3,Wednesday,Wed,25,0,1,11,November,Nov,1998
2156,26/11/1998 00:00,26/11/1998 23:59,4,Thursday,Thu,26,0,1,11,November,Nov,1998
2157,27/11/1998 00:00,27/11/1998 23:59,5,Friday,Fri,27,0,1,11,November,Nov,1998
2158,28/11/1998 00:00,28/11/1998 23:59,6,Saturday,Sat,28,1,0,11,November,Nov,1998
2159,29/11/1998 00:00,29/11/1998 23:59,0,Sunday,Sun,29,1,0,11,November,Nov,1998
2160,30/11/1998 00:00,30/11/1998 23:59,1,Monday,Mon,30,0,1,11,November,Nov,1998
2161,01/12/1998 00:00,01/12/1998 23:59,2,Tuesday,Tue,1,0,1,12,December,Dec,1998
2162,02/12/1998 00:00,02/12/1998 23:59,3,Wednesday,Wed,2,0,1,12,December,Dec,1998
2163,03/12/1998 00:00,03/12/1998 23:59,4,Thursday,Thu,3,0,1,12,December,Dec,1998
2164,04/12/1998 00:00,04/12/1998 23:59,5,Friday,Fri,4,0,1,12,December,Dec,1998
2165,05/12/1998 00:00,05/12/1998 23:59,6,Saturday,Sat,5,1,0,12,December,Dec,1998
2166,06/12/1998 00:00,06/12/1998 23:59,0,Sunday,Sun,6,1,0,12,December,Dec,1998
2167,07/12/1998 00:00,07/12/1998 23:59,1,Monday,Mon,7,0,1,12,December,Dec,1998
2168,08/12/1998 00:00,08/12/1998 23:59,2,Tuesday,Tue,8,0,1,12,December,Dec,1998
2169,09/12/1998 00:00,09/12/1998 23:59,3,Wednesday,Wed,9,0,1,12,December,Dec,1998
2170,10/12/1998 00:00,10/12/1998 23:59,4,Thursday,Thu,10,0,1,12,December,Dec,1998
2171,11/12/1998 00:00,11/12/1998 23:59,5,Friday,Fri,11,0,1,12,December,Dec,1998
2172,12/12/1998 00:00,12/12/1998 23:59,6,Saturday,Sat,12,1,0,12,December,Dec,1998
2173,13/12/1998 00:00,13/12/1998 23:59,0,Sunday,Sun,13,1,0,12,December,Dec,1998
2174,14/12/1998 00:00,14/12/1998 23:59,1,Monday,Mon,14,0,1,12,December,Dec,1998
2175,15/12/1998 00:00,15/12/1998 23:59,2,Tuesday,Tue,15,0,1,12,December,Dec,1998
2176,16/12/1998 00:00,16/12/1998 23:59,3,Wednesday,Wed,16,0,1,12,December,Dec,1998
2177,17/12/1998 00:00,17/12/1998 23:59,4,Thursday,Thu,17,0,1,12,December,Dec,1998
2178,18/12/1998 00:00,18/12/1998 23:59,5,Friday,Fri,18,0,1,12,December,Dec,1998
2179,19/12/1998 00:00,19/12/1998 23:59,6,Saturday,Sat,19,1,0,12,December,Dec,1998
2180,20/12/1998 00:00,20/12/1998 23:59,0,Sunday,Sun,20,1,0,12,December,Dec,1998
2181,21/12/1998 00:00,21/12/1998 23:59,1,Monday,Mon,21,0,1,12,December,Dec,1998
2182,22/12/1998 00:00,22/12/1998 23:59,2,Tuesday,Tue,22,0,1,12,December,Dec,1998
2183,23/12/1998 00:00,23/12/1998 23:59,3,Wednesday,Wed,23,0,1,12,December,Dec,1998
2184,24/12/1998 00:00,24/12/1998 23:59,4,Thursday,Thu,24,0,1,12,December,Dec,1998
2185,25/12/1998 00:00,25/12/1998 23:59,5,Friday,Fri,25,0,1,12,December,Dec,1998
2186,26/12/1998 00:00,26/12/1998 23:59,6,Saturday,Sat,26,1,0,12,December,Dec,1998
2187,27/12/1998 00:00,27/12/1998 23:59,0,Sunday,Sun,27,1,0,12,December,Dec,1998
2188,28/12/1998 00:00,28/12/1998 23:59,1,Monday,Mon,28,0,1,12,December,Dec,1998
2189,29/12/1998 00:00,29/12/1998 23:59,2,Tuesday,Tue,29,0,1,12,December,Dec,1998
2190,30/12/1998 00:00,30/12/1998 23:59,3,Wednesday,Wed,30,0,1,12,December,Dec,1998
2191,31/12/1998 00:00,31/12/1998 23:59,4,Thursday,Thu,31,0,1,12,December,Dec,1998
2192,01/01/1999 00:00,01/01/1999 23:59,5,Friday,Fri,1,0,1,1,January,Jan,1999
2193,02/01/1999 00:00,02/01/1999 23:59,6,Saturday,Sat,2,1,0,1,January,Jan,1999
2194,03/01/1999 00:00,03/01/1999 23:59,0,Sunday,Sun,3,1,0,1,January,Jan,1999
2195,04/01/1999 00:00,04/01/1999 23:59,1,Monday,Mon,4,0,1,1,January,Jan,1999
2196,05/01/1999 00:00,05/01/1999 23:59,2,Tuesday,Tue,5,0,1,1,January,Jan,1999
2197,06/01/1999 00:00,06/01/1999 23:59,3,Wednesday,Wed,6,0,1,1,January,Jan,1999
2198,07/01/1999 00:00,07/01/1999 23:59,4,Thursday,Thu,7,0,1,1,January,Jan,1999
2199,08/01/1999 00:00,08/01/1999 23:59,5,Friday,Fri,8,0,1,1,January,Jan,1999
2200,09/01/1999 00:00,09/01/1999 23:59,6,Saturday,Sat,9,1,0,1,January,Jan,1999
2201,10/01/1999 00:00,10/01/1999 23:59,0,Sunday,Sun,10,1,0,1,January,Jan,1999
2202,11/01/1999 00:00,11/01/1999 23:59,1,Monday,Mon,11,0,1,1,January,Jan,1999
2203,12/01/1999 00:00,12/01/1999 23:59,2,Tuesday,Tue,12,0,1,1,January,Jan,1999
2204,13/01/1999 00:00,13/01/1999 23:59,3,Wednesday,Wed,13,0,1,1,January,Jan,1999
2205,14/01/1999 00:00,14/01/1999 23:59,4,Thursday,Thu,14,0,1,1,January,Jan,1999
2206,15/01/1999 00:00,15/01/1999 23:59,5,Friday,Fri,15,0,1,1,January,Jan,1999
2207,16/01/1999 00:00,16/01/1999 23:59,6,Saturday,Sat,16,1,0,1,January,Jan,1999
2208,17/01/1999 00:00,17/01/1999 23:59,0,Sunday,Sun,17,1,0,1,January,Jan,1999
2209,18/01/1999 00:00,18/01/1999 23:59,1,Monday,Mon,18,0,1,1,January,Jan,1999
2210,19/01/1999 00:00,19/01/1999 23:59,2,Tuesday,Tue,19,0,1,1,January,Jan,1999
2211,20/01/1999 00:00,20/01/1999 23:59,3,Wednesday,Wed,20,0,1,1,January,Jan,1999
2212,21/01/1999 00:00,21/01/1999 23:59,4,Thursday,Thu,21,0,1,1,January,Jan,1999
2213,22/01/1999 00:00,22/01/1999 23:59,5,Friday,Fri,22,0,1,1,January,Jan,1999
2214,23/01/1999 00:00,23/01/1999 23:59,6,Saturday,Sat,23,1,0,1,January,Jan,1999
2215,24/01/1999 00:00,24/01/1999 23:59,0,Sunday,Sun,24,1,0,1,January,Jan,1999
2216,25/01/1999 00:00,25/01/1999 23:59,1,Monday,Mon,25,0,1,1,January,Jan,1999
2217,26/01/1999 00:00,26/01/1999 23:59,2,Tuesday,Tue,26,0,1,1,January,Jan,1999
2218,27/01/1999 00:00,27/01/1999 23:59,3,Wednesday,Wed,27,0,1,1,January,Jan,1999
2219,28/01/1999 00:00,28/01/1999 23:59,4,Thursday,Thu,28,0,1,1,January,Jan,1999
2220,29/01/1999 00:00,29/01/1999 23:59,5,Friday,Fri,29,0,1,1,January,Jan,1999
2221,30/01/1999 00:00,30/01/1999 23:59,6,Saturday,Sat,30,1,0,1,January,Jan,1999
2222,31/01/1999 00:00,31/01/1999 23:59,0,Sunday,Sun,31,1,0,1,January,Jan,1999
2223,01/02/1999 00:00,01/02/1999 23:59,1,Monday,Mon,1,0,1,2,February,Feb,1999
2224,02/02/1999 00:00,02/02/1999 23:59,2,Tuesday,Tue,2,0,1,2,February,Feb,1999
2225,03/02/1999 00:00,03/02/1999 23:59,3,Wednesday,Wed,3,0,1,2,February,Feb,1999
2226,04/02/1999 00:00,04/02/1999 23:59,4,Thursday,Thu,4,0,1,2,February,Feb,1999
2227,05/02/1999 00:00,05/02/1999 23:59,5,Friday,Fri,5,0,1,2,February,Feb,1999
2228,06/02/1999 00:00,06/02/1999 23:59,6,Saturday,Sat,6,1,0,2,February,Feb,1999
2229,07/02/1999 00:00,07/02/1999 23:59,0,Sunday,Sun,7,1,0,2,February,Feb,1999
2230,08/02/1999 00:00,08/02/1999 23:59,1,Monday,Mon,8,0,1,2,February,Feb,1999
2231,09/02/1999 00:00,09/02/1999 23:59,2,Tuesday,Tue,9,0,1,2,February,Feb,1999
2232,10/02/1999 00:00,10/02/1999 23:59,3,Wednesday,Wed,10,0,1,2,February,Feb,1999
2233,11/02/1999 00:00,11/02/1999 23:59,4,Thursday,Thu,11,0,1,2,February,Feb,1999
2234,12/02/1999 00:00,12/02/1999 23:59,5,Friday,Fri,12,0,1,2,February,Feb,1999
2235,13/02/1999 00:00,13/02/1999 23:59,6,Saturday,Sat,13,1,0,2,February,Feb,1999
2236,14/02/1999 00:00,14/02/1999 23:59,0,Sunday,Sun,14,1,0,2,February,Feb,1999
2237,15/02/1999 00:00,15/02/1999 23:59,1,Monday,Mon,15,0,1,2,February,Feb,1999
2238,16/02/1999 00:00,16/02/1999 23:59,2,Tuesday,Tue,16,0,1,2,February,Feb,1999
2239,17/02/1999 00:00,17/02/1999 23:59,3,Wednesday,Wed,17,0,1,2,February,Feb,1999
2240,18/02/1999 00:00,18/02/1999 23:59,4,Thursday,Thu,18,0,1,2,February,Feb,1999
2241,19/02/1999 00:00,19/02/1999 23:59,5,Friday,Fri,19,0,1,2,February,Feb,1999
2242,20/02/1999 00:00,20/02/1999 23:59,6,Saturday,Sat,20,1,0,2,February,Feb,1999
2243,21/02/1999 00:00,21/02/1999 23:59,0,Sunday,Sun,21,1,0,2,February,Feb,1999
2244,22/02/1999 00:00,22/02/1999 23:59,1,Monday,Mon,22,0,1,2,February,Feb,1999
2245,23/02/1999 00:00,23/02/1999 23:59,2,Tuesday,Tue,23,0,1,2,February,Feb,1999
2246,24/02/1999 00:00,24/02/1999 23:59,3,Wednesday,Wed,24,0,1,2,February,Feb,1999
2247,25/02/1999 00:00,25/02/1999 23:59,4,Thursday,Thu,25,0,1,2,February,Feb,1999
2248,26/02/1999 00:00,26/02/1999 23:59,5,Friday,Fri,26,0,1,2,February,Feb,1999
2249,27/02/1999 00:00,27/02/1999 23:59,6,Saturday,Sat,27,1,0,2,February,Feb,1999
2250,28/02/1999 00:00,28/02/1999 23:59,0,Sunday,Sun,28,1,0,2,February,Feb,1999
2251,01/03/1999 00:00,01/03/1999 23:59,1,Monday,Mon,1,0,1,3,March,Mar,1999
2252,02/03/1999 00:00,02/03/1999 23:59,2,Tuesday,Tue,2,0,1,3,March,Mar,1999
2253,03/03/1999 00:00,03/03/1999 23:59,3,Wednesday,Wed,3,0,1,3,March,Mar,1999
2254,04/03/1999 00:00,04/03/1999 23:59,4,Thursday,Thu,4,0,1,3,March,Mar,1999
2255,05/03/1999 00:00,05/03/1999 23:59,5,Friday,Fri,5,0,1,3,March,Mar,1999
2256,06/03/1999 00:00,06/03/1999 23:59,6,Saturday,Sat,6,1,0,3,March,Mar,1999
2257,07/03/1999 00:00,07/03/1999 23:59,0,Sunday,Sun,7,1,0,3,March,Mar,1999
2258,08/03/1999 00:00,08/03/1999 23:59,1,Monday,Mon,8,0,1,3,March,Mar,1999
2259,09/03/1999 00:00,09/03/1999 23:59,2,Tuesday,Tue,9,0,1,3,March,Mar,1999
2260,10/03/1999 00:00,10/03/1999 23:59,3,Wednesday,Wed,10,0,1,3,March,Mar,1999
2261,11/03/1999 00:00,11/03/1999 23:59,4,Thursday,Thu,11,0,1,3,March,Mar,1999
2262,12/03/1999 00:00,12/03/1999 23:59,5,Friday,Fri,12,0,1,3,March,Mar,1999
2263,13/03/1999 00:00,13/03/1999 23:59,6,Saturday,Sat,13,1,0,3,March,Mar,1999
2264,14/03/1999 00:00,14/03/1999 23:59,0,Sunday,Sun,14,1,0,3,March,Mar,1999
2265,15/03/1999 00:00,15/03/1999 23:59,1,Monday,Mon,15,0,1,3,March,Mar,1999
2266,16/03/1999 00:00,16/03/1999 23:59,2,Tuesday,Tue,16,0,1,3,March,Mar,1999
2267,17/03/1999 00:00,17/03/1999 23:59,3,Wednesday,Wed,17,0,1,3,March,Mar,1999
2268,18/03/1999 00:00,18/03/1999 23:59,4,Thursday,Thu,18,0,1,3,March,Mar,1999
2269,19/03/1999 00:00,19/03/1999 23:59,5,Friday,Fri,19,0,1,3,March,Mar,1999
2270,20/03/1999 00:00,20/03/1999 23:59,6,Saturday,Sat,20,1,0,3,March,Mar,1999
2271,21/03/1999 00:00,21/03/1999 23:59,0,Sunday,Sun,21,1,0,3,March,Mar,1999
2272,22/03/1999 00:00,22/03/1999 23:59,1,Monday,Mon,22,0,1,3,March,Mar,1999
2273,23/03/1999 00:00,23/03/1999 23:59,2,Tuesday,Tue,23,0,1,3,March,Mar,1999
2274,24/03/1999 00:00,24/03/1999 23:59,3,Wednesday,Wed,24,0,1,3,March,Mar,1999
2275,25/03/1999 00:00,25/03/1999 23:59,4,Thursday,Thu,25,0,1,3,March,Mar,1999
2276,26/03/1999 00:00,26/03/1999 23:59,5,Friday,Fri,26,0,1,3,March,Mar,1999
2277,27/03/1999 00:00,27/03/1999 23:59,6,Saturday,Sat,27,1,0,3,March,Mar,1999
2278,28/03/1999 00:00,28/03/1999 23:59,0,Sunday,Sun,28,1,0,3,March,Mar,1999
2279,29/03/1999 00:00,29/03/1999 23:59,1,Monday,Mon,29,0,1,3,March,Mar,1999
2280,30/03/1999 00:00,30/03/1999 23:59,2,Tuesday,Tue,30,0,1,3,March,Mar,1999
2281,31/03/1999 00:00,31/03/1999 23:59,3,Wednesday,Wed,31,0,1,3,March,Mar,1999
2282,01/04/1999 00:00,01/04/1999 23:59,4,Thursday,Thu,1,0,1,4,April,Apr,1999
2283,02/04/1999 00:00,02/04/1999 23:59,5,Friday,Fri,2,0,1,4,April,Apr,1999
2284,03/04/1999 00:00,03/04/1999 23:59,6,Saturday,Sat,3,1,0,4,April,Apr,1999
2285,04/04/1999 00:00,04/04/1999 23:59,0,Sunday,Sun,4,1,0,4,April,Apr,1999
2286,05/04/1999 00:00,05/04/1999 23:59,1,Monday,Mon,5,0,1,4,April,Apr,1999
2287,06/04/1999 00:00,06/04/1999 23:59,2,Tuesday,Tue,6,0,1,4,April,Apr,1999
2288,07/04/1999 00:00,07/04/1999 23:59,3,Wednesday,Wed,7,0,1,4,April,Apr,1999
2289,08/04/1999 00:00,08/04/1999 23:59,4,Thursday,Thu,8,0,1,4,April,Apr,1999
2290,09/04/1999 00:00,09/04/1999 23:59,5,Friday,Fri,9,0,1,4,April,Apr,1999
2291,10/04/1999 00:00,10/04/1999 23:59,6,Saturday,Sat,10,1,0,4,April,Apr,1999
2292,11/04/1999 00:00,11/04/1999 23:59,0,Sunday,Sun,11,1,0,4,April,Apr,1999
2293,12/04/1999 00:00,12/04/1999 23:59,1,Monday,Mon,12,0,1,4,April,Apr,1999
2294,13/04/1999 00:00,13/04/1999 23:59,2,Tuesday,Tue,13,0,1,4,April,Apr,1999
2295,14/04/1999 00:00,14/04/1999 23:59,3,Wednesday,Wed,14,0,1,4,April,Apr,1999
2296,15/04/1999 00:00,15/04/1999 23:59,4,Thursday,Thu,15,0,1,4,April,Apr,1999
2297,16/04/1999 00:00,16/04/1999 23:59,5,Friday,Fri,16,0,1,4,April,Apr,1999
2298,17/04/1999 00:00,17/04/1999 23:59,6,Saturday,Sat,17,1,0,4,April,Apr,1999
2299,18/04/1999 00:00,18/04/1999 23:59,0,Sunday,Sun,18,1,0,4,April,Apr,1999
2300,19/04/1999 00:00,19/04/1999 23:59,1,Monday,Mon,19,0,1,4,April,Apr,1999
2301,20/04/1999 00:00,20/04/1999 23:59,2,Tuesday,Tue,20,0,1,4,April,Apr,1999
2302,21/04/1999 00:00,21/04/1999 23:59,3,Wednesday,Wed,21,0,1,4,April,Apr,1999
2303,22/04/1999 00:00,22/04/1999 23:59,4,Thursday,Thu,22,0,1,4,April,Apr,1999
2304,23/04/1999 00:00,23/04/1999 23:59,5,Friday,Fri,23,0,1,4,April,Apr,1999
2305,24/04/1999 00:00,24/04/1999 23:59,6,Saturday,Sat,24,1,0,4,April,Apr,1999
2306,25/04/1999 00:00,25/04/1999 23:59,0,Sunday,Sun,25,1,0,4,April,Apr,1999
2307,26/04/1999 00:00,26/04/1999 23:59,1,Monday,Mon,26,0,1,4,April,Apr,1999
2308,27/04/1999 00:00,27/04/1999 23:59,2,Tuesday,Tue,27,0,1,4,April,Apr,1999
2309,28/04/1999 00:00,28/04/1999 23:59,3,Wednesday,Wed,28,0,1,4,April,Apr,1999
2310,29/04/1999 00:00,29/04/1999 23:59,4,Thursday,Thu,29,0,1,4,April,Apr,1999
2311,30/04/1999 00:00,30/04/1999 23:59,5,Friday,Fri,30,0,1,4,April,Apr,1999
2312,01/05/1999 00:00,01/05/1999 23:59,6,Saturday,Sat,1,1,0,5,May,May,1999
2313,02/05/1999 00:00,02/05/1999 23:59,0,Sunday,Sun,2,1,0,5,May,May,1999
2314,03/05/1999 00:00,03/05/1999 23:59,1,Monday,Mon,3,0,1,5,May,May,1999
2315,04/05/1999 00:00,04/05/1999 23:59,2,Tuesday,Tue,4,0,1,5,May,May,1999
2316,05/05/1999 00:00,05/05/1999 23:59,3,Wednesday,Wed,5,0,1,5,May,May,1999
2317,06/05/1999 00:00,06/05/1999 23:59,4,Thursday,Thu,6,0,1,5,May,May,1999
2318,07/05/1999 00:00,07/05/1999 23:59,5,Friday,Fri,7,0,1,5,May,May,1999
2319,08/05/1999 00:00,08/05/1999 23:59,6,Saturday,Sat,8,1,0,5,May,May,1999
2320,09/05/1999 00:00,09/05/1999 23:59,0,Sunday,Sun,9,1,0,5,May,May,1999
2321,10/05/1999 00:00,10/05/1999 23:59,1,Monday,Mon,10,0,1,5,May,May,1999
2322,11/05/1999 00:00,11/05/1999 23:59,2,Tuesday,Tue,11,0,1,5,May,May,1999
2323,12/05/1999 00:00,12/05/1999 23:59,3,Wednesday,Wed,12,0,1,5,May,May,1999
2324,13/05/1999 00:00,13/05/1999 23:59,4,Thursday,Thu,13,0,1,5,May,May,1999
2325,14/05/1999 00:00,14/05/1999 23:59,5,Friday,Fri,14,0,1,5,May,May,1999
2326,15/05/1999 00:00,15/05/1999 23:59,6,Saturday,Sat,15,1,0,5,May,May,1999
2327,16/05/1999 00:00,16/05/1999 23:59,0,Sunday,Sun,16,1,0,5,May,May,1999
2328,17/05/1999 00:00,17/05/1999 23:59,1,Monday,Mon,17,0,1,5,May,May,1999
2329,18/05/1999 00:00,18/05/1999 23:59,2,Tuesday,Tue,18,0,1,5,May,May,1999
2330,19/05/1999 00:00,19/05/1999 23:59,3,Wednesday,Wed,19,0,1,5,May,May,1999
2331,20/05/1999 00:00,20/05/1999 23:59,4,Thursday,Thu,20,0,1,5,May,May,1999
2332,21/05/1999 00:00,21/05/1999 23:59,5,Friday,Fri,21,0,1,5,May,May,1999
2333,22/05/1999 00:00,22/05/1999 23:59,6,Saturday,Sat,22,1,0,5,May,May,1999
2334,23/05/1999 00:00,23/05/1999 23:59,0,Sunday,Sun,23,1,0,5,May,May,1999
2335,24/05/1999 00:00,24/05/1999 23:59,1,Monday,Mon,24,0,1,5,May,May,1999
2336,25/05/1999 00:00,25/05/1999 23:59,2,Tuesday,Tue,25,0,1,5,May,May,1999
2337,26/05/1999 00:00,26/05/1999 23:59,3,Wednesday,Wed,26,0,1,5,May,May,1999
2338,27/05/1999 00:00,27/05/1999 23:59,4,Thursday,Thu,27,0,1,5,May,May,1999
2339,28/05/1999 00:00,28/05/1999 23:59,5,Friday,Fri,28,0,1,5,May,May,1999
2340,29/05/1999 00:00,29/05/1999 23:59,6,Saturday,Sat,29,1,0,5,May,May,1999
2341,30/05/1999 00:00,30/05/1999 23:59,0,Sunday,Sun,30,1,0,5,May,May,1999
2342,31/05/1999 00:00,31/05/1999 23:59,1,Monday,Mon,31,0,1,5,May,May,1999
2343,01/06/1999 00:00,01/06/1999 23:59,2,Tuesday,Tue,1,0,1,6,June,Jun,1999
2344,02/06/1999 00:00,02/06/1999 23:59,3,Wednesday,Wed,2,0,1,6,June,Jun,1999
2345,03/06/1999 00:00,03/06/1999 23:59,4,Thursday,Thu,3,0,1,6,June,Jun,1999
2346,04/06/1999 00:00,04/06/1999 23:59,5,Friday,Fri,4,0,1,6,June,Jun,1999
2347,05/06/1999 00:00,05/06/1999 23:59,6,Saturday,Sat,5,1,0,6,June,Jun,1999
2348,06/06/1999 00:00,06/06/1999 23:59,0,Sunday,Sun,6,1,0,6,June,Jun,1999
2349,07/06/1999 00:00,07/06/1999 23:59,1,Monday,Mon,7,0,1,6,June,Jun,1999
2350,08/06/1999 00:00,08/06/1999 23:59,2,Tuesday,Tue,8,0,1,6,June,Jun,1999
2351,09/06/1999 00:00,09/06/1999 23:59,3,Wednesday,Wed,9,0,1,6,June,Jun,1999
2352,10/06/1999 00:00,10/06/1999 23:59,4,Thursday,Thu,10,0,1,6,June,Jun,1999
2353,11/06/1999 00:00,11/06/1999 23:59,5,Friday,Fri,11,0,1,6,June,Jun,1999
2354,12/06/1999 00:00,12/06/1999 23:59,6,Saturday,Sat,12,1,0,6,June,Jun,1999
2355,13/06/1999 00:00,13/06/1999 23:59,0,Sunday,Sun,13,1,0,6,June,Jun,1999
2356,14/06/1999 00:00,14/06/1999 23:59,1,Monday,Mon,14,0,1,6,June,Jun,1999
2357,15/06/1999 00:00,15/06/1999 23:59,2,Tuesday,Tue,15,0,1,6,June,Jun,1999
2358,16/06/1999 00:00,16/06/1999 23:59,3,Wednesday,Wed,16,0,1,6,June,Jun,1999
2359,17/06/1999 00:00,17/06/1999 23:59,4,Thursday,Thu,17,0,1,6,June,Jun,1999
2360,18/06/1999 00:00,18/06/1999 23:59,5,Friday,Fri,18,0,1,6,June,Jun,1999
2361,19/06/1999 00:00,19/06/1999 23:59,6,Saturday,Sat,19,1,0,6,June,Jun,1999
2362,20/06/1999 00:00,20/06/1999 23:59,0,Sunday,Sun,20,1,0,6,June,Jun,1999
2363,21/06/1999 00:00,21/06/1999 23:59,1,Monday,Mon,21,0,1,6,June,Jun,1999
2364,22/06/1999 00:00,22/06/1999 23:59,2,Tuesday,Tue,22,0,1,6,June,Jun,1999
2365,23/06/1999 00:00,23/06/1999 23:59,3,Wednesday,Wed,23,0,1,6,June,Jun,1999
2366,24/06/1999 00:00,24/06/1999 23:59,4,Thursday,Thu,24,0,1,6,June,Jun,1999
2367,25/06/1999 00:00,25/06/1999 23:59,5,Friday,Fri,25,0,1,6,June,Jun,1999
2368,26/06/1999 00:00,26/06/1999 23:59,6,Saturday,Sat,26,1,0,6,June,Jun,1999
2369,27/06/1999 00:00,27/06/1999 23:59,0,Sunday,Sun,27,1,0,6,June,Jun,1999
2370,28/06/1999 00:00,28/06/1999 23:59,1,Monday,Mon,28,0,1,6,June,Jun,1999
2371,29/06/1999 00:00,29/06/1999 23:59,2,Tuesday,Tue,29,0,1,6,June,Jun,1999
2372,30/06/1999 00:00,30/06/1999 23:59,3,Wednesday,Wed,30,0,1,6,June,Jun,1999
2373,01/07/1999 00:00,01/07/1999 23:59,4,Thursday,Thu,1,0,1,7,July,Jul,1999
2374,02/07/1999 00:00,02/07/1999 23:59,5,Friday,Fri,2,0,1,7,July,Jul,1999
2375,03/07/1999 00:00,03/07/1999 23:59,6,Saturday,Sat,3,1,0,7,July,Jul,1999
2376,04/07/1999 00:00,04/07/1999 23:59,0,Sunday,Sun,4,1,0,7,July,Jul,1999
2377,05/07/1999 00:00,05/07/1999 23:59,1,Monday,Mon,5,0,1,7,July,Jul,1999
2378,06/07/1999 00:00,06/07/1999 23:59,2,Tuesday,Tue,6,0,1,7,July,Jul,1999
2379,07/07/1999 00:00,07/07/1999 23:59,3,Wednesday,Wed,7,0,1,7,July,Jul,1999
2380,08/07/1999 00:00,08/07/1999 23:59,4,Thursday,Thu,8,0,1,7,July,Jul,1999
2381,09/07/1999 00:00,09/07/1999 23:59,5,Friday,Fri,9,0,1,7,July,Jul,1999
2382,10/07/1999 00:00,10/07/1999 23:59,6,Saturday,Sat,10,1,0,7,July,Jul,1999
2383,11/07/1999 00:00,11/07/1999 23:59,0,Sunday,Sun,11,1,0,7,July,Jul,1999
2384,12/07/1999 00:00,12/07/1999 23:59,1,Monday,Mon,12,0,1,7,July,Jul,1999
2385,13/07/1999 00:00,13/07/1999 23:59,2,Tuesday,Tue,13,0,1,7,July,Jul,1999
2386,14/07/1999 00:00,14/07/1999 23:59,3,Wednesday,Wed,14,0,1,7,July,Jul,1999
2387,15/07/1999 00:00,15/07/1999 23:59,4,Thursday,Thu,15,0,1,7,July,Jul,1999
2388,16/07/1999 00:00,16/07/1999 23:59,5,Friday,Fri,16,0,1,7,July,Jul,1999
2389,17/07/1999 00:00,17/07/1999 23:59,6,Saturday,Sat,17,1,0,7,July,Jul,1999
2390,18/07/1999 00:00,18/07/1999 23:59,0,Sunday,Sun,18,1,0,7,July,Jul,1999
2391,19/07/1999 00:00,19/07/1999 23:59,1,Monday,Mon,19,0,1,7,July,Jul,1999
2392,20/07/1999 00:00,20/07/1999 23:59,2,Tuesday,Tue,20,0,1,7,July,Jul,1999
2393,21/07/1999 00:00,21/07/1999 23:59,3,Wednesday,Wed,21,0,1,7,July,Jul,1999
2394,22/07/1999 00:00,22/07/1999 23:59,4,Thursday,Thu,22,0,1,7,July,Jul,1999
2395,23/07/1999 00:00,23/07/1999 23:59,5,Friday,Fri,23,0,1,7,July,Jul,1999
2396,24/07/1999 00:00,24/07/1999 23:59,6,Saturday,Sat,24,1,0,7,July,Jul,1999
2397,25/07/1999 00:00,25/07/1999 23:59,0,Sunday,Sun,25,1,0,7,July,Jul,1999
2398,26/07/1999 00:00,26/07/1999 23:59,1,Monday,Mon,26,0,1,7,July,Jul,1999
2399,27/07/1999 00:00,27/07/1999 23:59,2,Tuesday,Tue,27,0,1,7,July,Jul,1999
2400,28/07/1999 00:00,28/07/1999 23:59,3,Wednesday,Wed,28,0,1,7,July,Jul,1999
2401,29/07/1999 00:00,29/07/1999 23:59,4,Thursday,Thu,29,0,1,7,July,Jul,1999
2402,30/07/1999 00:00,30/07/1999 23:59,5,Friday,Fri,30,0,1,7,July,Jul,1999
2403,31/07/1999 00:00,31/07/1999 23:59,6,Saturday,Sat,31,1,0,7,July,Jul,1999
2404,01/08/1999 00:00,01/08/1999 23:59,0,Sunday,Sun,1,1,0,8,August,Aug,1999
2405,02/08/1999 00:00,02/08/1999 23:59,1,Monday,Mon,2,0,1,8,August,Aug,1999
